command_index,manifest,status,exit_code,start_time,end_time,duration_seconds,stdout_log,stderr_log,command
"37","domain_count_clean_seed4.txt","success","0","2026-08-30T10:02:20.3493755+02:00","2026-08-30T10:06:22.1839766+02:00","241.83","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_037.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_037.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\cmnist_domain_count_clean_v1 --exp_name domain_count_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.3,0.4,0.6,0.7,0.8,0.9 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"38","domain_count_clean_seed4.txt","success","0","2026-08-30T10:06:22.1997156+02:00","2026-08-30T10:10:22.7899136+02:00","240.59","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_038.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_038.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\cmnist_domain_count_clean_v1 --exp_name domain_count_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.3,0.4,0.6,0.7,0.8,0.9 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"39","domain_count_clean_seed4.txt","success","0","2026-08-30T10:10:22.7930067+02:00","2026-08-30T10:36:05.3411643+02:00","1542.55","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_039.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_039.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\cmnist_domain_count_clean_v1 --exp_name domain_count_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.3,0.4,0.6,0.7,0.8,0.9 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"40","domain_count_clean_seed4.txt","success","0","2026-08-30T10:36:05.3567443+02:00","2026-08-30T10:39:19.1236238+02:00","193.77","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_040.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_040.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\cmnist_domain_count_clean_v1 --exp_name domain_count_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.3,0.4,0.6,0.7,0.8,0.9 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"41","imbalance_clean_seed3.txt","success","0","2026-08-30T10:39:19.1584535+02:00","2026-08-30T10:40:22.5998802+02:00","63.44","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_041.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_041.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 0"
"42","imbalance_clean_seed3.txt","success","0","2026-08-30T10:40:22.5998802+02:00","2026-08-30T10:41:27.6920048+02:00","65.09","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_042.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_042.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"43","imbalance_clean_seed3.txt","success","0","2026-08-30T10:41:27.7020031+02:00","2026-08-30T10:42:31.7292683+02:00","64.03","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_043.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_043.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"44","imbalance_clean_seed3.txt","success","0","2026-08-30T10:42:31.7292683+02:00","2026-08-30T10:44:46.3976963+02:00","134.67","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_044.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_044.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"45","imbalance_clean_seed3.txt","success","0","2026-08-30T10:44:46.4097694+02:00","2026-08-30T10:46:03.1200646+02:00","76.71","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_045.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_045.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"46","imbalance_clean_seed3.txt","success","0","2026-08-30T10:46:03.1200646+02:00","2026-08-30T10:47:06.7706461+02:00","63.65","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_046.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_046.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1500,1500,1500,3500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 0"
"47","imbalance_clean_seed3.txt","success","0","2026-08-30T10:47:06.7706461+02:00","2026-08-30T10:48:11.8914646+02:00","65.12","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_047.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_047.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1500,1500,1500,3500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"48","imbalance_clean_seed3.txt","success","0","2026-08-30T10:48:11.8914646+02:00","2026-08-30T10:49:16.7617167+02:00","64.87","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_048.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_048.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1500,1500,1500,3500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"49","imbalance_clean_seed3.txt","success","0","2026-08-30T10:49:16.7717062+02:00","2026-08-30T10:51:30.3647964+02:00","133.59","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_049.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_049.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1500,1500,1500,3500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"50","imbalance_clean_seed3.txt","success","0","2026-08-30T10:51:30.3713036+02:00","2026-08-30T10:52:47.4982942+02:00","77.13","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_050.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_050.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1500,1500,1500,3500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"51","imbalance_clean_seed3.txt","success","0","2026-08-30T10:52:47.5082052+02:00","2026-08-30T10:53:52.1673621+02:00","64.66","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_051.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_051.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 3500,1500,1500,1500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 0"
"52","imbalance_clean_seed3.txt","success","0","2026-08-30T10:53:52.1773177+02:00","2026-08-30T10:54:58.0067529+02:00","65.83","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_052.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_052.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 3500,1500,1500,1500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"53","imbalance_clean_seed3.txt","success","0","2026-08-30T10:54:58.0168043+02:00","2026-08-30T10:56:02.9003726+02:00","64.88","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_053.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_053.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 3500,1500,1500,1500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"54","imbalance_clean_seed3.txt","success","0","2026-08-30T10:56:02.9003726+02:00","2026-08-30T10:58:16.2613449+02:00","133.36","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_054.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_054.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 3500,1500,1500,1500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"55","imbalance_clean_seed3.txt","success","0","2026-08-30T10:58:16.3012650+02:00","2026-08-30T10:59:33.0768099+02:00","76.78","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_055.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_055.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 3500,1500,1500,1500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"56","imbalance_clean_seed3.txt","success","0","2026-08-30T10:59:33.0768099+02:00","2026-08-30T11:00:38.5346569+02:00","65.46","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_056.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_056.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1000,1000,1000,5000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 0"
"57","imbalance_clean_seed3.txt","success","0","2026-08-30T11:00:38.5346569+02:00","2026-08-30T11:01:45.6344172+02:00","67.1","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_057.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_057.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1000,1000,1000,5000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"58","imbalance_clean_seed3.txt","success","0","2026-08-30T11:01:45.6384220+02:00","2026-08-30T11:02:51.9085371+02:00","66.27","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_058.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_058.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1000,1000,1000,5000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"59","imbalance_clean_seed3.txt","success","0","2026-08-30T11:02:51.9085371+02:00","2026-08-30T11:05:04.4572594+02:00","132.55","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_059.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_059.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1000,1000,1000,5000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"60","imbalance_clean_seed3.txt","success","0","2026-08-30T11:05:04.4572594+02:00","2026-08-30T11:06:20.3883523+02:00","75.93","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_060.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_060.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1000,1000,1000,5000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"61","imbalance_clean_seed3.txt","success","0","2026-08-30T11:06:20.3958567+02:00","2026-08-30T11:07:26.0732317+02:00","65.68","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_061.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_061.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,1000,1000,1000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 0"
"62","imbalance_clean_seed3.txt","success","0","2026-08-30T11:07:26.0768196+02:00","2026-08-30T11:08:33.4861087+02:00","67.41","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_062.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_062.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,1000,1000,1000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"63","imbalance_clean_seed3.txt","success","0","2026-08-30T11:08:33.4861087+02:00","2026-08-30T11:09:40.1264172+02:00","66.64","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_063.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_063.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,1000,1000,1000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"64","imbalance_clean_seed3.txt","success","0","2026-08-30T11:09:40.1264172+02:00","2026-08-30T11:11:54.8334738+02:00","134.71","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_064.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_064.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,1000,1000,1000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"65","imbalance_clean_seed3.txt","success","0","2026-08-30T11:11:54.8334738+02:00","2026-08-30T11:13:12.4211359+02:00","77.59","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_065.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_065.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,1000,1000,1000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"66","imbalance_clean_seed4.txt","success","0","2026-08-30T11:13:12.4429832+02:00","2026-08-30T11:14:17.8622163+02:00","65.42","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_066.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_066.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 0"
"67","imbalance_clean_seed4.txt","success","0","2026-08-30T11:14:17.8692744+02:00","2026-08-30T11:15:22.6880802+02:00","64.82","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_067.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_067.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"68","imbalance_clean_seed4.txt","success","0","2026-08-30T11:15:22.6880802+02:00","2026-08-30T11:16:27.7601259+02:00","65.07","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_068.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_068.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"69","imbalance_clean_seed4.txt","success","0","2026-08-30T11:16:27.7601259+02:00","2026-08-30T11:18:43.1889762+02:00","135.43","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_069.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_069.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"70","imbalance_clean_seed4.txt","success","0","2026-08-30T13:06:11.5747321+02:00","2026-08-30T13:07:53.1084855+02:00","101.53","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_070.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_070.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
