run,seed,experiment,condition,algorithm,artifact_type,path,bytes
E3b_long_tail_inftask,0,E3b,long_tail,inftask,manifest,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_inftask/manifest.json,590889
E3b_long_tail_inftask,0,E3b,long_tail,inftask,history,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_inftask/history.jsonl,298049
E3b_long_tail_inftask,0,E3b,long_tail,inftask,checkpoint,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_inftask/checkpoints/final.pt,326061938
E3b_long_tail_iro,0,E3b,long_tail,iro,manifest,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_iro/manifest.json,590885
E3b_long_tail_iro,0,E3b,long_tail,iro,history,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_iro/history.jsonl,405539
E3b_long_tail_iro,0,E3b,long_tail,iro,checkpoint,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_iro/checkpoints/final.pt,326062002
E3b_missing_erm,0,E3b,missing,erm,manifest,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_erm/manifest.json,585961
E3b_missing_erm,0,E3b,missing,erm,history,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_erm/history.jsonl,190669
E3b_missing_erm,0,E3b,missing,erm,checkpoint,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_erm/checkpoints/final.pt,326061938
E3b_missing_groupdro,0,E3b,missing,groupdro,manifest,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_groupdro/manifest.json,585966
E3b_missing_groupdro,0,E3b,missing,groupdro,history,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_groupdro/history.jsonl,314441
E3b_missing_groupdro,0,E3b,missing,groupdro,checkpoint,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_groupdro/checkpoints/final.pt,326062066
E3b_missing_inftask,0,E3b,missing,inftask,manifest,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_inftask/manifest.json,585965
E3b_missing_inftask,0,E3b,missing,inftask,history,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_inftask/history.jsonl,266329
E3b_missing_inftask,0,E3b,missing,inftask,checkpoint,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_inftask/checkpoints/final.pt,326061938
E3b_missing_iro,0,E3b,missing,iro,manifest,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_iro/manifest.json,585961
E3b_missing_iro,0,E3b,missing,iro,history,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_iro/history.jsonl,372566
E3b_missing_iro,0,E3b,missing,iro,checkpoint,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_iro/checkpoints/final.pt,326062002
E3b_near_missing_erm,0,E3b,near_missing,erm,manifest,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_erm/manifest.json,590684
E3b_near_missing_erm,0,E3b,near_missing,erm,history,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_erm/history.jsonl,221801
E3b_near_missing_erm,0,E3b,near_missing,erm,checkpoint,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_erm/checkpoints/final.pt,326061938
E3b_near_missing_groupdro,0,E3b,near_missing,groupdro,manifest,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_groupdro/manifest.json,590689
E3b_near_missing_groupdro,0,E3b,near_missing,groupdro,history,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_groupdro/history.jsonl,380653
E3b_near_missing_groupdro,0,E3b,near_missing,groupdro,checkpoint,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_groupdro/checkpoints/final.pt,326062066
E3b_near_missing_inftask,0,E3b,near_missing,inftask,manifest,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_inftask/manifest.json,590688
E3b_near_missing_inftask,0,E3b,near_missing,inftask,history,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_inftask/history.jsonl,297650
E3b_near_missing_inftask,0,E3b,near_missing,inftask,checkpoint,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_inftask/checkpoints/final.pt,326061938
E3b_near_missing_iro,0,E3b,near_missing,iro,manifest,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_iro/manifest.json,590684
E3b_near_missing_iro,0,E3b,near_missing,iro,history,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_iro/history.jsonl,403196
E3b_near_missing_iro,0,E3b,near_missing,iro,checkpoint,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_iro/checkpoints/final.pt,326062066
severity_support_erm,0,severity_support,severity_1_3,erm,manifest,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_erm/manifest.json,585541
severity_support_erm,0,severity_support,severity_1_3,erm,history,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_erm/history.jsonl,164448
severity_support_erm,0,severity_support,severity_1_3,erm,checkpoint,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_erm/checkpoints/final.pt,326061938
severity_support_groupdro,0,severity_support,severity_1_3,groupdro,manifest,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_groupdro/manifest.json,585546
severity_support_groupdro,0,severity_support,severity_1_3,groupdro,history,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_groupdro/history.jsonl,257580
severity_support_groupdro,0,severity_support,severity_1_3,groupdro,checkpoint,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_groupdro/checkpoints/final.pt,326062066
severity_support_inftask,0,severity_support,severity_1_3,inftask,manifest,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_inftask/manifest.json,585545
severity_support_inftask,0,severity_support,severity_1_3,inftask,history,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_inftask/history.jsonl,240180
severity_support_inftask,0,severity_support,severity_1_3,inftask,checkpoint,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_inftask/checkpoints/final.pt,326062002
severity_support_iro,0,severity_support,severity_1_3,iro,manifest,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_iro/manifest.json,585541
severity_support_iro,0,severity_support,severity_1_3,iro,history,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_iro/history.jsonl,340759
severity_support_iro,0,severity_support,severity_1_3,iro,checkpoint,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_iro/checkpoints/final.pt,326062066
