run,manifest_id,seed,experiment,condition,protocol,independent_value,algorithm,backbone_mode,steps,batch_size,num_source_domains,total_source_images,final_objective,last100_mean_objective,minimum_objective,final_mean_logged_source_ce,final_worst_logged_source_ce,last100_mean_logged_source_ce,last100_mean_worst_logged_source_ce,adaptive_beta_a_final,adaptive_beta_b_final,checkpoint_selection,checkpoint_path,history_path,manifest_path
E3_strong_imbalance_iro,d9ad81c5317f6678,0,E3,strong_imbalance,mechanism,strong_imbalance,iro,finetune_last_stage,1000,64,4,40000,1.7844403982162476,1.555940989255905,0.8680370450019836,1.3047348260879517,2.1250686645507812,1.196695338115096,1.7441586303710936,0.9999910593032837,1.0000011920928955,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_strong_imbalance_iro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_strong_imbalance_iro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3_strong_imbalance_iro/manifest.json
E3b_balanced_erm,9965188e9d7e2227,0,E3b,balanced,mechanism,balanced,erm,finetune_last_stage,1000,64,4,40000,0.8135929107666016,0.7792221957445145,0.3332490622997284,1.0314132794737816,1.9937710762023926,0.9016981083899737,1.500553440451622,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_balanced_erm/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_balanced_erm/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_balanced_erm/manifest.json
E3b_balanced_groupdro,490c43e98455ee77,0,E3b,balanced,mechanism,balanced,groupdro,finetune_last_stage,1000,64,4,40000,2.3198044300079346,1.5285399621725082,0.26998281478881836,1.4309464693069458,2.321622133255005,1.2452152470499278,1.7851003766059876,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_balanced_groupdro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_balanced_groupdro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_balanced_groupdro/manifest.json
E3b_balanced_inftask,22dc517be15797c7,0,E3b,balanced,mechanism,balanced,inftask,finetune_last_stage,1000,64,4,40000,1.630392074584961,1.38799891769886,0.7580477595329285,1.2435797452926636,2.0786094665527344,1.044039206467569,1.5825055897235871,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_balanced_inftask/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_balanced_inftask/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_balanced_inftask/manifest.json
E3b_balanced_iro,14be97c25e78a4d5,0,E3b,balanced,mechanism,balanced,iro,finetune_last_stage,1000,64,4,40000,1.4975149631500244,1.375458373427391,0.7471672892570496,1.160341501235962,1.8920385837554932,1.0451415887940676,1.5811750638484954,0.9999966025352478,1.0000001192092896,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_balanced_iro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_balanced_iro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_balanced_iro/manifest.json
E3b_long_tail_erm,c38575ea2b664f29,0,E3b,long_tail,mechanism,long_tail,erm,finetune_last_stage,1000,64,4,40000,1.1428707838058472,1.0538078427314759,0.5212187767028809,1.464683637022972,2.5536417961120605,1.524503754749894,2.5429695081710815,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_erm/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_erm/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_erm/manifest.json
E3b_long_tail_groupdro,68880e35ef395ebb,0,E3b,long_tail,mechanism,long_tail,groupdro,finetune_last_stage,1000,64,4,40000,1.9066663980484009,1.6511136507987976,0.7644391655921936,1.3891805112361908,1.9079879522323608,1.60126581966877,2.114668848514557,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_groupdro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_groupdro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_groupdro/manifest.json
E3b_long_tail_inftask,02207db9e1d5377c,0,E3b,long_tail,mechanism,long_tail,inftask,finetune_last_stage,1000,64,4,40000,1.8035378456115723,1.7260588085651398,0.9861966967582703,1.3281826674938202,2.0083513259887695,1.3646626826934516,1.9068598628044129,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_inftask/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_inftask/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_inftask/manifest.json
E3b_long_tail_iro,13503a192f58e011,0,E3b,long_tail,mechanism,long_tail,iro,finetune_last_stage,1000,64,4,40000,1.7995495796203613,1.7118630361557008,1.0702660083770752,1.3108942657709122,2.0763747692108154,1.3491834239289164,1.8955803203582764,0.9999823570251465,1.0000064373016357,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_iro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_iro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_long_tail_iro/manifest.json
E3b_missing_erm,b04bbaf99ce445d3,0,E3b,missing,mechanism,missing,erm,finetune_last_stage,1000,64,3,40000,0.8640097379684448,1.0260990351438521,0.5676717758178711,1.6014448602994282,2.151150941848755,1.3691488153735798,1.9344153147935867,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_erm/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_erm/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_erm/manifest.json
E3b_missing_groupdro,2a82eb3e1a20daf7,0,E3b,missing,mechanism,missing,groupdro,finetune_last_stage,1000,64,3,40000,1.2470206022262573,1.421576317548752,0.685506284236908,1.5060965617497761,1.7684448957443237,1.3728564386566477,1.7871122694015502,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_groupdro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_groupdro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_groupdro/manifest.json
E3b_missing_inftask,beacd01bcb085810,0,E3b,missing,mechanism,missing,inftask,finetune_last_stage,1000,64,3,40000,1.7717115879058838,1.7892621207237243,1.073461890220642,1.525944670041402,1.879151701927185,1.474147991637389,1.8988915300369262,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_inftask/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_inftask/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_inftask/manifest.json
E3b_missing_iro,a8464c8ea2b093fc,0,E3b,missing,mechanism,missing,iro,finetune_last_stage,1000,64,3,40000,1.7659856081008911,1.8181007647514342,1.1025538444519043,1.5762315193812053,1.829936146736145,1.5181354028979936,1.9288879716396332,0.9999821186065674,1.000004768371582,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_iro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_iro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_missing_iro/manifest.json
E3b_near_missing_erm,ae2187e9f0797d69,0,E3b,near_missing,mechanism,near_missing,erm,finetune_last_stage,1000,64,4,40000,0.8850879669189453,1.0484621810913086,0.3946095407009125,1.881945252418518,3.05678129196167,2.1577988008409736,3.994727191925049,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_erm/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_erm/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_erm/manifest.json
E3b_near_missing_groupdro,5057b4a84d759e8a,0,E3b,near_missing,mechanism,near_missing,groupdro,finetune_last_stage,1000,64,4,40000,2.3270647525787354,1.954696043729782,0.17447802424430847,1.9583463966846466,2.787006139755249,1.8493612919468432,2.4626271784305573,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_groupdro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_groupdro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_groupdro/manifest.json
E3b_near_missing_inftask,45d4324a4f86796e,0,E3b,near_missing,mechanism,near_missing,inftask,finetune_last_stage,1000,64,4,40000,1.8375372886657715,1.8524213111400605,1.0729255676269531,1.5709449648857117,2.0896365642547607,1.4542036269325762,2.0509856033325193,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_inftask/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_inftask/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_inftask/manifest.json
E3b_near_missing_iro,4d9dba697679f23d,0,E3b,near_missing,mechanism,near_missing,iro,finetune_last_stage,1000,64,4,40000,1.8886287212371826,1.815967594385147,1.0739665031433105,1.458947241306305,1.9550517797470093,1.4300784954614938,2.030050903558731,0.9999808073043823,1.000009536743164,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_iro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_iro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/E3b_near_missing_iro/manifest.json
severity_support_erm,a1730ec09c1be0cc,0,severity_support,severity_1_3,severity,severity_domains,erm,finetune_last_stage,1000,64,3,40000,0.7394499778747559,0.620610135793686,0.2084837257862091,0.8039043645064036,1.0642753839492798,0.6983595766375461,1.0382592064142226,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_erm/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_erm/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_erm/manifest.json
severity_support_groupdro,6799ca26a3a5bede,0,severity_support,severity_1_3,severity,severity_domains,groupdro,finetune_last_stage,1000,64,3,40000,1.33364999294281,1.0947046110033989,0.3540838658809662,1.0293649037679036,1.33364999294281,0.9594262727101645,1.2882807713747024,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_groupdro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_groupdro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_groupdro/manifest.json
severity_support_inftask,fb652163db463d1b,0,severity_support,severity_1_3,severity,severity_domains,inftask,finetune_last_stage,1000,64,3,40000,0.797754168510437,1.062737336754799,0.3978661894798279,0.6763855616251627,0.9307388067245483,0.8322114551067351,1.1399735563993454,,,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_inftask/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_inftask/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_inftask/manifest.json
severity_support_iro,e1af539407609fb7,0,severity_support,severity_1_3,severity,severity_domains,iro,finetune_last_stage,1000,64,3,40000,0.9526358842849731,1.0471583437919616,0.4198567271232605,0.730389396349589,1.0601880550384521,0.8228653121491273,1.129131360054016,0.9999908804893494,1.0000003576278687,final,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_iro/checkpoints/final.pt,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_iro/history.jsonl,C:/Users/320257223/PycharmProjects/domain_gen_IL/results/imagenet100c_seed0/severity_support_iro/manifest.json
